0.435252 1.25148 1.03915 
-0.477096 0.435252 1.25148 
0.83475 -0.477096 0.435252 
1.04354 0.83475 -0.477096 
0.848115 1.04354 0.83475 
0.0623378 0.848115 1.04354 
0.367642 0.0623378 0.848115 
1.14212 0.367642 0.0623378 
1.24633 1.14212 0.367642 
-0.0125133 1.24633 1.14212 
-0.495993 -0.0125133 1.24633 
1.02571 -0.495993 -0.0125133 
1.15907 1.02571 -0.495993 
0.499384 1.15907 1.02571 
-0.250566 0.499384 1.15907 
0.802473 -0.250566 0.499384 
1.18867 0.802473 -0.250566 
0.832323 1.18867 0.802473 
-0.253415 0.832323 1.18867 
0.350284 -0.253415 0.832323 
1.08616 0.350284 -0.253415 
1.35362 1.08616 0.350284 
0.115804 1.35362 1.08616 
-0.758095 0.115804 1.35362 
0.98014 -0.758095 0.115804 
0.792199 0.98014 -0.758095 
0.667227 0.792199 0.98014 
0.479403 0.667227 0.792199 
0.718241 0.479403 0.667227 
0.971362 0.718241 0.479403 
0.74219 0.971362 0.718241 
0.242795 0.74219 0.971362 
0.55811 0.242795 0.74219 
1.11933 0.55811 0.242795 
1.01719 1.11933 0.55811 
-0.017929 1.01719 1.11933 
0.0295263 -0.017929 1.01719 
1.09458 0.0295263 -0.017929 
1.4066 1.09458 0.0295263 
0.193481 1.4066 1.09458 
-0.906693 0.193481 1.4066 
0.938379 -0.906693 0.193481 
0.520519 0.938379 -0.906693 
0.792722 0.520519 0.938379 
0.847673 0.792722 0.520519 
0.615479 0.847673 0.792722 
0.444439 0.615479 0.847673 
0.767127 0.444439 0.615479 
1.01848 0.767127 0.444439 
0.679036 1.01848 0.767127 
0.132721 0.679036 1.01848 
0.633478 0.132721 0.679036 
1.17907 0.633478 0.132721 
0.959009 1.17907 0.633478 
-0.179633 0.959009 1.17907 
0.126485 -0.179633 0.959009 
1.08028 0.126485 -0.179633 
1.44053 1.08028 0.126485 
0.198465 1.44053 1.08028 
-0.998945 0.198465 1.44053 
0.927074 -0.998945 0.198465 
0.344063 0.927074 -0.998945 
0.840359 0.344063 0.927074 
1.00521 0.840359 0.344063 
0.591361 1.00521 0.840359 
0.13815 0.591361 1.00521 
0.749065 0.13815 0.591361 
1.20455 0.749065 0.13815 
0.799255 1.20455 0.749065 
-0.274464 0.799255 1.20455 
0.399308 -0.274464 0.799255 
1.08497 0.399308 -0.274464 
1.32416 1.08497 0.399308 
0.106208 1.32416 1.08497 
-0.678732 0.106208 1.32416 
0.991032 -0.678732 0.106208 
0.907828 0.991032 -0.678732 
0.622214 0.907828 0.991032 
0.279894 0.622214 0.907828 
0.740681 0.279894 0.622214 
1.13596 0.740681 0.279894 
0.767876 1.13596 0.740681 
-0.110917 0.767876 1.13596 
0.469497 -0.110917 0.767876 
1.15826 0.469497 -0.110917 
1.21442 1.15826 0.469497 
-0.0795759 1.21442 1.15826 
-0.422436 -0.0795759 1.21442 
1.02899 -0.422436 -0.0795759 
1.247 1.02899 -0.422436 
0.470815 1.247 1.02899 
-0.462648 0.470815 1.247 
0.804155 -0.462648 0.470815 
1.04488 0.804155 -0.462648 
0.892956 1.04488 0.804155 
0.0678997 0.892956 1.04488 
0.289319 0.0678997 0.892956 
1.12759 0.289319 0.0678997 
1.29818 1.12759 0.289319 
0.0447409 1.29818 1.12759 
-0.623449 0.0447409 1.29818 
1.00829 -0.623449 0.0447409 
0.998068 1.00829 -0.623449 
0.571655 0.998068 1.00829 
0.101728 0.571655 0.998068 
0.773847 0.101728 0.571655 
1.21947 0.773847 0.101728 
0.773408 1.21947 0.773847 
-0.318178 0.773408 1.21947 
0.435473 -0.318178 0.773408 
1.06726 0.435473 -0.318178 
1.30766 1.06726 0.435473 
0.132136 1.30766 1.06726 
-0.629877 0.132136 1.30766 
0.989532 -0.629877 0.132136 
0.965177 0.989532 -0.629877 
0.611952 0.965177 0.989532 
0.172171 0.611952 0.965177 
0.736352 0.172171 0.611952 
1.18765 0.736352 0.172171 
0.808985 1.18765 0.736352 
-0.230428 0.808985 1.18765 
0.388858 -0.230428 0.808985 
1.10471 0.388858 -0.230428 
1.31964 1.10471 0.388858 
0.0654832 1.31964 1.10471 
-0.672825 0.0654832 1.31964 
0.998724 -0.672825 0.0654832 
0.928 0.998724 -0.672825 
0.606191 0.928 0.998724 
0.240266 0.606191 0.928 
0.754347 0.240266 0.606191 
1.16217 0.754347 0.240266 
0.760214 1.16217 0.754347 
-0.176944 0.760214 1.16217 
0.473364 -0.176944 0.760214 
1.1414 0.473364 -0.176944 
1.23157 1.1414 0.473364 
-0.0431753 1.23157 1.1414 
-0.459237 -0.0431753 1.23157 
1.02846 -0.459237 -0.0431753 
1.20216 1.02846 -0.459237 
0.480272 1.20216 1.02846 
-0.353136 0.480272 1.20216 
0.807818 -0.353136 0.480272 
1.13138 0.807818 -0.353136 
0.854794 1.13138 0.807818 
-0.120735 0.854794 1.13138 
0.32989 -0.120735 0.854794 
1.12967 0.32989 -0.120735 
1.32978 1.12967 0.32989 
0.0255988 1.32978 1.12967 
-0.707176 0.0255988 1.32978 
1.00005 -0.707176 0.0255988 
0.89372 1.00005 -0.707176 
0.612459 0.89372 1.00005 
0.302222 0.612459 0.89372 
0.757273 0.302222 0.612459 
1.12583 0.757273 0.302222 
0.73641 1.12583 0.757273 
-0.0941652 0.73641 1.12583 
0.519924 -0.0941652 0.73641 
1.17055 0.519924 -0.0941652 
1.15845 1.17055 0.519924 
-0.123673 1.15845 1.17055 
-0.293436 -0.123673 1.15845 
1.03651 -0.293436 -0.123673 
1.3533 1.03651 -0.293436 
0.416481 1.3533 1.03651 
-0.741379 0.416481 1.3533 
0.820111 -0.741379 0.416481 
0.725424 0.820111 -0.741379 
0.950253 0.725424 0.820111 
0.630084 0.950253 0.725424 
0.280929 0.630084 0.950253 
0.718551 0.280929 0.630084 
1.13303 0.718551 0.280929 
0.800765 1.13303 0.718551 
-0.0979562 0.800765 1.13303 
0.418801 -0.0979562 0.800765 
1.15065 0.418801 -0.0979562 
1.25414 1.15065 0.418801 
-0.0494698 1.25414 1.15065 
-0.518083 -0.0494698 1.25414 
1.02071 -0.518083 -0.0494698 
1.14731 1.02071 -0.518083 
0.515711 1.14731 1.02071 
-0.222183 0.515711 1.14731 
0.789739 -0.222183 0.515711 
1.19603 0.789739 -0.222183 
0.844438 1.19603 0.789739 
-0.265556 0.844438 1.19603 
0.32786 -0.265556 0.844438 
1.07688 0.32786 -0.265556 
1.37422 1.07688 0.32786 
0.143895 1.37422 1.07688 
-0.811477 0.143895 1.37422 
0.96584 -0.811477 0.143895 
0.699069 0.96584 -0.811477 
0.71143 0.699069 0.96584 
0.623201 0.71143 0.699069 
0.684663 0.623201 0.71143 
0.79854 0.684663 0.623201 
0.744835 0.79854 0.684663 
0.558021 0.744835 0.79854 
0.606069 0.558021 0.744835 
0.865584 0.606069 0.558021 
0.865343 0.865584 0.606069 
0.468945 0.865343 0.865584 
0.391679 0.468945 0.865343 
0.921357 0.391679 0.468945 
1.10681 0.921357 0.391679 
0.434757 1.10681 0.921357 
-0.100617 0.434757 1.10681 
0.878726 -0.100617 0.434757 
1.26022 0.878726 -0.100617 
0.658442 1.26022 0.878726 
-0.450865 0.658442 1.26022 
0.58819 -0.450865 0.658442 
0.999614 0.58819 -0.450865 
1.19053 0.999614 0.58819 
0.224381 1.19053 0.999614 
-0.316975 0.224381 1.19053 
0.991708 -0.316975 0.224381 
1.23451 0.991708 -0.316975 
0.512582 1.23451 0.991708 
-0.421312 0.512582 1.23451 
0.766008 -0.421312 0.512582 
1.0695 0.766008 -0.421312 
0.941765 1.0695 0.766008 
0.0269179 0.941765 1.0695 
0.192285 0.0269179 0.941765 
1.11713 0.192285 0.0269179 
1.35534 1.11713 0.192285 
0.0961404 1.35534 1.11713 
-0.771894 0.0961404 1.35534 
0.982235 -0.771894 0.0961404 
0.777082 0.982235 -0.771894 
0.66747 0.777082 0.982235 
0.502646 0.66747 0.777082 
0.72157 0.502646 0.66747 
0.947505 0.72157 0.502646 
0.730704 0.947505 0.72157 
0.286533 0.730704 0.947505 
0.582419 0.286533 0.730704 
1.09887 0.582419 0.286533 
0.976061 1.09887 0.582419 
0.0177836 0.976061 1.09887 
0.117681 0.0177836 0.976061 
1.10691 0.117681 0.0177836 
1.38347 1.10691 0.117681 
0.141514 1.38347 1.10691 
-0.846013 0.141514 1.38347 
0.964549 -0.846013 0.141514 
0.642047 0.964549 -0.846013 
0.724158 0.642047 0.964549 
0.699794 0.724158 0.642047 
0.68368 0.699794 0.724158 
0.694524 0.68368 0.699794 
0.723475 0.694524 0.68368 
0.713695 0.723475 0.694524 
0.669941 0.713695 0.723475 
0.674982 0.669941 0.713695 
0.73802 0.674982 0.669941 
0.744352 0.73802 0.674982 
0.65367 0.744352 0.73802 
0.625478 0.65367 0.744352 
0.7499 0.625478 0.65367 
0.813364 0.7499 0.625478 
0.650812 0.813364 0.7499 
0.513905 0.650812 0.813364 
0.733191 0.513905 0.650812 
0.941362 0.733191 0.513905 
0.710219 0.941362 0.733191 
0.294473 0.710219 0.941362 
0.613547 0.294473 0.710219 
1.1006 0.613547 0.294473 
0.935372 1.1006 0.613547 
0.00659742 0.935372 1.1006 
0.194903 0.00659742 0.935372 
1.11981 0.194903 0.00659742 
1.36235 1.11981 0.194903 
0.0886831 1.36235 1.11981 
